filename,split,source,label,duration
fake_03323_udio_0,train,udio,fake,131.22
fake_04494_suno_1,train,suno,fake,145.692
fake_00425_suno_1,train,suno,fake,232.848
fake_00910_udio_0,train,udio,fake,131.22
fake_02582_udio_1,train,udio,fake,131.22
fake_04397_suno_0,train,suno,fake,153.036
fake_04871_udio_0,train,udio,fake,131.22
fake_00374_suno_1,train,suno,fake,189.432
fake_00520_suno_1,train,suno,fake,170.1
fake_03066_suno_1,train,suno,fake,135.252
fake_05104_suno_1,train,suno,fake,158.796
fake_04997_suno_1,train,suno,fake,151.704
fake_04919_udio_0,train,udio,fake,131.22
fake_00303_udio_1,train,udio,fake,131.22
fake_02325_suno_0,train,suno,fake,201.024
fake_00598_udio_0,train,udio,fake,131.22
fake_04482_udio_0,train,udio,fake,131.22
fake_02920_suno_1,train,suno,fake,206.424
fake_04777_suno_1,train,suno,fake,239.076
fake_04427_suno_0,train,suno,fake,200.484
fake_03773_udio_0,train,udio,fake,131.22
fake_05049_suno_0,train,suno,fake,204.084
fake_04958_udio_0,train,udio,fake,131.22
fake_00505_suno_0,train,suno,fake,238.68
fake_04944_suno_0,train,suno,fake,131.652
fake_03372_suno_0,train,suno,fake,194.076
fake_03233_udio_1,train,udio,fake,131.22
fake_02217_suno_0,train,suno,fake,130.716
fake_01036_udio_0,train,udio,fake,131.22
fake_03487_suno_0,train,suno,fake,180.072
fake_03306_udio_1,train,udio,fake,131.22
fake_03251_udio_1,train,udio,fake,131.22
fake_05449_udio_0,train,udio,fake,131.22
fake_05307_suno_1,train,suno,fake,219.024
fake_00402_udio_0,train,udio,fake,131.22
fake_05378_udio_0,train,udio,fake,131.22
fake_00411_suno_0,train,suno,fake,194.04
fake_00960_udio_0,train,udio,fake,131.22
fake_04821_udio_0,train,udio,fake,131.22
fake_05330_suno_0,train,suno,fake,170.604
fake_03487_suno_1,train,suno,fake,210.096
fake_02631_udio_0,train,udio,fake,131.22
fake_02614_suno_1,train,suno,fake,157.536
fake_01666_udio_0,train,udio,fake,131.22
fake_02773_udio_1,train,udio,fake,131.22
fake_03742_udio_1,train,udio,fake,131.22
fake_02826_udio_0,train,udio,fake,131.22
fake_00663_udio_0,train,udio,fake,131.22
fake_01771_udio_1,train,udio,fake,131.22
fake_05095_suno_1,train,suno,fake,214.092
fake_04692_suno_0,train,suno,fake,155.376
fake_02963_suno_0,train,suno,fake,239.076
fake_03518_udio_1,train,udio,fake,131.22
fake_00166_udio_1,train,udio,fake,131.22
fake_03176_udio_1,train,udio,fake,131.22
fake_01784_udio_0,train,udio,fake,131.22
fake_00940_suno_0,train,suno,fake,240.084
fake_00251_udio_1,train,udio,fake,131.22
fake_01662_udio_0,train,udio,fake,131.22
fake_03671_udio_0,train,udio,fake,131.22
fake_02670_suno_1,train,suno,fake,218.556
fake_00167_suno_1,train,suno,fake,200.088
fake_01350_udio_1,train,udio,fake,131.22
fake_02675_udio_1,train,udio,fake,131.22
fake_00157_udio_0,train,udio,fake,131.22
fake_00166_udio_0,train,udio,fake,131.22
fake_00475_suno_0,train,suno,fake,228.996
fake_05316_suno_0,train,suno,fake,239.076
fake_03696_udio_1,train,udio,fake,131.22
fake_03179_udio_0,train,udio,fake,131.22
fake_01546_udio_0,train,udio,fake,131.22
fake_05131_suno_0,train,suno,fake,239.076
fake_03112_suno_0,train,suno,fake,167.076
fake_05443_suno_0,train,suno,fake,184.104
fake_04924_suno_1,train,suno,fake,202.104
fake_03038_suno_1,train,suno,fake,240.084
fake_01083_suno_0,train,suno,fake,159.192
fake_05461_udio_1,train,udio,fake,131.22
fake_04521_suno_0,train,suno,fake,226.656
fake_04457_suno_0,train,suno,fake,239.076
fake_05365_udio_1,train,udio,fake,131.22
fake_01811_udio_0,train,udio,fake,131.22
fake_03058_suno_1,train,suno,fake,213.624
fake_03989_udio_1,train,udio,fake,131.22
fake_00268_udio_0,train,udio,fake,131.22
fake_02672_suno_1,train,suno,fake,240.084
fake_03439_udio_0,train,udio,fake,131.22
fake_00041_udio_0,train,udio,fake,131.22
fake_04465_suno_1,train,suno,fake,152.496
fake_01053_suno_1,train,suno,fake,239.112
fake_02217_suno_1,train,suno,fake,154.08
fake_00503_udio_0,train,udio,fake,131.22
fake_00938_suno_1,train,suno,fake,158.796
fake_00776_suno_1,train,suno,fake,192.096
fake_04275_udio_0,train,udio,fake,131.22
fake_04849_udio_0,train,udio,fake,131.22
fake_00864_udio_0,train,udio,fake,131.22
fake_04814_udio_0,train,udio,fake,131.22
fake_04364_udio_0,train,udio,fake,131.22
fake_02220_suno_0,train,suno,fake,114.156
fake_01913_udio_1,train,udio,fake,131.22
fake_04957_udio_0,train,udio,fake,131.22
fake_01234_suno_0,train,suno,fake,154.224
fake_02432_suno_1,train,suno,fake,173.88
fake_00789_suno_0,train,suno,fake,128.88
fake_01442_udio_1,train,udio,fake,131.22
fake_00331_udio_0,train,udio,fake,131.22
fake_04417_udio_1,train,udio,fake,131.22
fake_00775_udio_1,train,udio,fake,131.22
fake_00628_suno_0,train,suno,fake,123.768
fake_01972_suno_0,train,suno,fake,238.752
fake_04593_udio_0,train,udio,fake,131.22
fake_04348_udio_1,train,udio,fake,131.22
fake_03124_udio_0,train,udio,fake,131.22
fake_01729_suno_1,train,suno,fake,240.084
fake_03982_udio_1,train,udio,fake,131.22
fake_02891_suno_0,train,suno,fake,187.992
fake_02814_udio_0,train,udio,fake,131.22
fake_02957_suno_0,train,suno,fake,100.08
fake_04282_udio_0,train,udio,fake,131.22
fake_00721_udio_0,train,udio,fake,131.22
fake_03629_udio_0,train,udio,fake,131.22
fake_04778_suno_0,train,suno,fake,240.084
fake_04873_udio_1,train,udio,fake,131.22
fake_03778_suno_0,train,suno,fake,150.048
fake_05373_suno_0,train,suno,fake,175.356
fake_00049_suno_1,train,suno,fake,169.056
fake_00498_udio_1,train,udio,fake,131.22
fake_03498_suno_1,train,suno,fake,187.74
fake_03698_udio_1,train,udio,fake,131.22
fake_02407_suno_0,train,suno,fake,219.096
fake_00860_suno_1,train,suno,fake,239.076
fake_00417_suno_0,train,suno,fake,204.624
fake_05465_udio_0,train,udio,fake,131.22
fake_01783_suno_1,train,suno,fake,152.064
fake_05310_udio_0,train,udio,fake,131.22
fake_01503_suno_1,train,suno,fake,220.104
fake_02123_suno_0,train,suno,fake,238.968
fake_05204_suno_1,train,suno,fake,224.1
fake_04306_udio_0,train,udio,fake,131.22
fake_01400_suno_1,train,suno,fake,240.084
fake_03453_suno_0,train,suno,fake,148.932
fake_05258_suno_1,train,suno,fake,181.944
fake_04680_suno_1,train,suno,fake,239.112
fake_01830_udio_1,train,udio,fake,131.22
fake_03082_suno_1,train,suno,fake,138.744
fake_04300_suno_0,train,suno,fake,239.112
fake_01662_udio_1,train,udio,fake,131.22
fake_00318_suno_0,train,suno,fake,240.084
fake_01004_udio_0,train,udio,fake,131.22
fake_03905_udio_1,train,udio,fake,131.22
fake_00948_udio_0,train,udio,fake,131.22
fake_04302_udio_0,train,udio,fake,131.22
fake_04610_udio_1,train,udio,fake,131.22
fake_03461_udio_0,train,udio,fake,131.22
fake_00054_udio_1,train,udio,fake,131.22
fake_04237_suno_0,train,suno,fake,188.46
fake_03979_suno_0,train,suno,fake,240.084
fake_02959_suno_0,train,suno,fake,181.08
fake_03524_udio_0,train,udio,fake,131.22
fake_03764_suno_0,train,suno,fake,225.648
fake_04919_udio_1,train,udio,fake,131.22
fake_02418_suno_1,train,suno,fake,190.08
fake_03938_udio_0,train,udio,fake,131.22
fake_03635_suno_0,train,suno,fake,148.824
fake_00564_udio_1,train,udio,fake,131.22
fake_01154_suno_0,train,suno,fake,190.08
fake_02617_suno_1,train,suno,fake,173.556
fake_03725_udio_0,train,udio,fake,131.22
fake_02791_udio_0,train,udio,fake,131.22
fake_01910_suno_1,train,suno,fake,224.82
fake_04052_udio_0,train,udio,fake,131.22
fake_04129_udio_0,train,udio,fake,131.22
fake_00507_udio_0,train,udio,fake,131.22
fake_01203_suno_0,train,suno,fake,239.112
fake_01391_suno_1,train,suno,fake,239.112
fake_01006_udio_1,train,udio,fake,131.22
fake_02360_suno_0,train,suno,fake,144.036
fake_05158_udio_0,train,udio,fake,131.22
fake_03993_udio_1,train,udio,fake,131.22
fake_03563_udio_1,train,udio,fake,131.22
fake_04200_suno_1,train,suno,fake,147.96
fake_05059_suno_1,train,suno,fake,179.1
fake_04065_udio_0,train,udio,fake,131.22
fake_03961_udio_0,train,udio,fake,131.22
fake_05378_udio_1,train,udio,fake,131.22
fake_02967_udio_1,train,udio,fake,131.22
fake_01271_udio_1,train,udio,fake,131.22
fake_04374_udio_0,train,udio,fake,131.22
fake_00812_udio_1,train,udio,fake,131.22
fake_04169_suno_1,train,suno,fake,177.696
fake_04909_udio_1,train,udio,fake,131.22
fake_02632_udio_0,train,udio,fake,131.22
fake_04087_udio_1,train,udio,fake,131.22
fake_02690_suno_1,train,suno,fake,193.248
fake_00031_suno_0,train,suno,fake,239.184
fake_01008_udio_1,train,udio,fake,131.22
fake_02031_udio_0,train,udio,fake,131.22
fake_05109_udio_0,train,udio,fake,131.22
fake_03264_suno_1,train,suno,fake,181.404
fake_04776_suno_0,train,suno,fake,168.516
fake_02079_udio_0,train,udio,fake,131.22
fake_03670_udio_0,train,udio,fake,131.22
fake_01639_suno_1,train,suno,fake,207.504
fake_04483_udio_1,train,udio,fake,131.22
fake_01711_suno_0,train,suno,fake,165.528
fake_05232_udio_1,train,udio,fake,131.22
fake_00161_udio_0,train,udio,fake,131.22
fake_00393_udio_1,train,udio,fake,131.22
fake_05184_udio_0,train,udio,fake,131.22
fake_01703_udio_1,train,udio,fake,131.22
fake_02864_suno_0,train,suno,fake,150.876
fake_01231_udio_1,train,udio,fake,131.22
fake_00666_suno_0,train,suno,fake,240.084
fake_00023_udio_1,train,udio,fake,131.22
fake_01382_suno_0,train,suno,fake,144.864
fake_02763_udio_1,train,udio,fake,131.22
fake_04575_suno_1,train,suno,fake,207.072
fake_01045_udio_0,train,udio,fake,131.22
fake_02520_suno_1,train,suno,fake,239.076
fake_04570_suno_1,train,suno,fake,239.076
fake_04224_udio_0,train,udio,fake,131.22
fake_03252_suno_0,train,suno,fake,240.084
fake_00976_udio_0,train,udio,fake,131.22
fake_03639_suno_0,train,suno,fake,175.968
fake_04508_udio_1,train,udio,fake,131.22
fake_00375_udio_1,train,udio,fake,131.22
fake_00720_udio_0,train,udio,fake,131.22
fake_02703_udio_1,train,udio,fake,131.22
fake_03403_suno_1,train,suno,fake,185.904
fake_03893_suno_0,train,suno,fake,153.036
fake_03795_udio_1,train,udio,fake,131.22
fake_02809_udio_1,train,udio,fake,131.22
fake_01521_suno_0,train,suno,fake,192.024
fake_03164_suno_1,train,suno,fake,240.084
fake_04784_udio_0,train,udio,fake,131.22
fake_03139_suno_0,train,suno,fake,239.076
fake_02787_udio_0,train,udio,fake,131.22
fake_00961_udio_0,train,udio,fake,131.22
fake_01196_udio_1,train,udio,fake,131.22
fake_00396_suno_1,train,suno,fake,189.612
fake_03232_udio_0,train,udio,fake,131.22
fake_04068_suno_1,train,suno,fake,190.044
fake_04494_suno_0,train,suno,fake,239.184
fake_00135_udio_0,train,udio,fake,131.22
fake_00519_suno_0,train,suno,fake,189.504
fake_01383_udio_1,train,udio,fake,131.22
fake_04934_udio_1,train,udio,fake,131.22
fake_04092_udio_0,train,udio,fake,131.22
fake_04479_suno_0,train,suno,fake,200.088
fake_01562_udio_0,train,udio,fake,131.22
fake_03436_suno_1,train,suno,fake,239.112
fake_05055_udio_1,train,udio,fake,131.22
fake_05045_udio_0,train,udio,fake,131.22
fake_02875_udio_0,train,udio,fake,131.22
fake_04711_udio_0,train,udio,fake,131.22
fake_05462_udio_0,train,udio,fake,131.22
fake_04860_suno_0,train,suno,fake,239.076
fake_03720_suno_1,train,suno,fake,165.276
fake_04644_udio_0,train,udio,fake,131.22
fake_00186_udio_0,train,udio,fake,131.22
fake_02614_suno_0,train,suno,fake,159.516
fake_03679_udio_0,train,udio,fake,131.22
fake_00712_udio_1,train,udio,fake,131.22
fake_02003_udio_0,train,udio,fake,131.22
fake_01519_suno_1,train,suno,fake,239.076
fake_00806_udio_0,train,udio,fake,131.22
fake_00690_udio_0,train,udio,fake,131.22
fake_04538_suno_0,train,suno,fake,240.084
fake_02299_suno_0,train,suno,fake,163.656
fake_01353_suno_1,train,suno,fake,152.676
fake_04489_udio_1,train,udio,fake,131.22
fake_01480_udio_0,train,udio,fake,131.22
fake_01228_suno_0,train,suno,fake,240.084
fake_02118_suno_1,train,suno,fake,240.084
fake_02902_suno_1,train,suno,fake,161.1
fake_04593_udio_1,train,udio,fake,131.22
fake_01124_udio_1,train,udio,fake,131.22
fake_03099_suno_0,train,suno,fake,220.716
fake_04125_suno_1,train,suno,fake,239.076
fake_05443_suno_1,train,suno,fake,104.976
fake_02101_udio_0,train,udio,fake,131.22
fake_04236_udio_0,train,udio,fake,131.22
fake_04288_udio_0,train,udio,fake,131.22
fake_05169_suno_0,train,suno,fake,145.08
fake_03779_udio_0,train,udio,fake,131.22
fake_00208_udio_1,train,udio,fake,131.22
fake_02018_suno_1,train,suno,fake,145.8
fake_03966_suno_0,train,suno,fake,219.852
fake_02791_udio_1,train,udio,fake,131.22
fake_02967_udio_0,train,udio,fake,131.22
fake_04291_udio_0,train,udio,fake,131.22
fake_05351_suno_0,train,suno,fake,226.44
fake_00351_udio_0,valid,udio,fake,131.22
fake_00250_suno_1,valid,suno,fake,204.372
fake_03329_udio_1,valid,udio,fake,131.22
fake_03499_suno_0,valid,suno,fake,189.072
fake_04382_suno_0,valid,suno,fake,239.112
fake_05072_suno_1,valid,suno,fake,234.54
fake_04220_udio_1,valid,udio,fake,131.22
fake_01922_suno_1,valid,suno,fake,240.084
fake_03493_udio_1,valid,udio,fake,131.22
fake_03464_udio_1,valid,udio,fake,131.22
fake_02126_suno_0,valid,suno,fake,169.092
fake_03447_suno_1,valid,suno,fake,164.7
fake_04799_udio_0,valid,udio,fake,131.22
fake_03475_suno_1,valid,suno,fake,188.064
fake_04856_suno_1,valid,suno,fake,172.62
fake_04030_udio_0,valid,udio,fake,131.22
fake_05370_udio_0,valid,udio,fake,131.22
fake_04195_suno_0,valid,suno,fake,148.752
fake_02163_suno_0,valid,suno,fake,239.076
fake_00614_suno_0,valid,suno,fake,202.716
fake_04506_udio_1,valid,udio,fake,131.22
fake_01463_udio_0,valid,udio,fake,131.22
fake_03509_udio_1,valid,udio,fake,131.22
fake_02551_udio_0,valid,udio,fake,131.22
fake_01466_udio_0,valid,udio,fake,131.22
fake_05194_suno_1,valid,suno,fake,194.832
fake_01485_udio_0,valid,udio,fake,131.22
fake_01552_udio_0,valid,udio,fake,131.22
fake_04988_udio_0,valid,udio,fake,131.22
fake_00836_suno_0,valid,suno,fake,169.596
fake_03168_udio_1,valid,udio,fake,131.22
fake_04937_udio_0,valid,udio,fake,131.22
fake_05135_udio_0,valid,udio,fake,131.22
fake_02523_udio_1,valid,udio,fake,131.22
fake_02021_suno_0,valid,suno,fake,181.08
fake_03464_udio_0,valid,udio,fake,131.22
fake_01180_suno_1,valid,suno,fake,200.412
fake_05239_suno_0,valid,suno,fake,169.524
fake_04757_suno_0,valid,suno,fake,239.076
fake_02393_suno_1,valid,suno,fake,140.076
fake_01352_suno_0,valid,suno,fake,172.764
fake_03091_suno_1,valid,suno,fake,175.536
fake_00572_udio_0,valid,udio,fake,131.22
fake_00895_suno_1,valid,suno,fake,177.876
fake_01598_suno_1,valid,suno,fake,157.932
fake_00836_suno_1,valid,suno,fake,240.084
fake_01952_udio_1,valid,udio,fake,131.22
fake_00062_udio_0,valid,udio,fake,131.22
fake_03838_udio_1,valid,udio,fake,131.22
fake_05274_udio_0,valid,udio,fake,131.22
fake_00496_udio_1,valid,udio,fake,131.22
fake_02654_suno_1,valid,suno,fake,199.728
fake_04357_udio_1,valid,udio,fake,131.22
fake_01409_udio_1,valid,udio,fake,131.22
fake_04284_udio_1,valid,udio,fake,131.22
fake_01935_suno_1,valid,suno,fake,202.104
fake_04947_suno_0,valid,suno,fake,105.768
fake_05445_udio_0,valid,udio,fake,131.22
fake_02537_udio_0,valid,udio,fake,131.22
fake_04195_suno_1,valid,suno,fake,147.996
fake_03448_suno_0,valid,suno,fake,127.8
fake_00438_udio_1,valid,udio,fake,131.22
fake_03730_udio_1,valid,udio,fake,131.22
fake_02420_suno_0,valid,suno,fake,143.208
fake_01598_suno_0,valid,suno,fake,223.812
fake_02434_udio_1,valid,udio,fake,131.22
fake_00941_udio_1,valid,udio,fake,131.22
fake_04220_udio_0,valid,udio,fake,131.22
fake_00242_suno_1,valid,suno,fake,210.096
fake_03140_udio_1,valid,udio,fake,131.22
fake_03410_suno_0,valid,suno,fake,239.076
fake_00294_suno_1,valid,suno,fake,213.084
fake_04695_suno_1,valid,suno,fake,163.98
fake_01858_suno_1,valid,suno,fake,227.412
fake_05477_suno_0,valid,suno,fake,239.112
fake_04668_udio_0,valid,udio,fake,131.22
fake_02380_suno_0,valid,suno,fake,240.084
fake_02956_udio_1,valid,udio,fake,131.22
