path_in_repo,lang,model,filename,split
fake/ko/Higgs-Audio-V2/pink_fairy_book_12_f000172.wav,ko,Higgs-Audio-V2,pink_fairy_book_12_f000172,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_12_f000228.wav,ko,Higgs-Audio-V2,pink_fairy_book_12_f000228,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_13_f000020.wav,ko,Higgs-Audio-V2,pink_fairy_book_13_f000020,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_13_f000049.wav,ko,Higgs-Audio-V2,pink_fairy_book_13_f000049,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_13_f000108.wav,ko,Higgs-Audio-V2,pink_fairy_book_13_f000108,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_14_f000067.wav,ko,Higgs-Audio-V2,pink_fairy_book_14_f000067,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_14_f000069.wav,ko,Higgs-Audio-V2,pink_fairy_book_14_f000069,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_14_f000119.wav,ko,Higgs-Audio-V2,pink_fairy_book_14_f000119,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_15_f000006.wav,ko,Higgs-Audio-V2,pink_fairy_book_15_f000006,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_16_f000038.wav,ko,Higgs-Audio-V2,pink_fairy_book_16_f000038,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_16_f000069.wav,ko,Higgs-Audio-V2,pink_fairy_book_16_f000069,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_16_f000112.wav,ko,Higgs-Audio-V2,pink_fairy_book_16_f000112,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_17_f000042.wav,ko,Higgs-Audio-V2,pink_fairy_book_17_f000042,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_18_f000030.wav,ko,Higgs-Audio-V2,pink_fairy_book_18_f000030,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_19_f000058.wav,ko,Higgs-Audio-V2,pink_fairy_book_19_f000058,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_19_f000089.wav,ko,Higgs-Audio-V2,pink_fairy_book_19_f000089,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_19_f000090.wav,ko,Higgs-Audio-V2,pink_fairy_book_19_f000090,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_19_f000102.wav,ko,Higgs-Audio-V2,pink_fairy_book_19_f000102,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_20_f000035.wav,ko,Higgs-Audio-V2,pink_fairy_book_20_f000035,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_22_f000001.wav,ko,Higgs-Audio-V2,pink_fairy_book_22_f000001,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_22_f000056.wav,ko,Higgs-Audio-V2,pink_fairy_book_22_f000056,valid
fake/ko/Higgs-Audio-V2/pink_fairy_book_24_f000004.wav,ko,Higgs-Audio-V2,pink_fairy_book_24_f000004,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_24_f000008.wav,ko,Higgs-Audio-V2,pink_fairy_book_24_f000008,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_24_f000028.wav,ko,Higgs-Audio-V2,pink_fairy_book_24_f000028,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_25_f000005.wav,ko,Higgs-Audio-V2,pink_fairy_book_25_f000005,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_25_f000023.wav,ko,Higgs-Audio-V2,pink_fairy_book_25_f000023,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_25_f000041.wav,ko,Higgs-Audio-V2,pink_fairy_book_25_f000041,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_26_f000111.wav,ko,Higgs-Audio-V2,pink_fairy_book_26_f000111,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_28_f000024.wav,ko,Higgs-Audio-V2,pink_fairy_book_28_f000024,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_28_f000064.wav,ko,Higgs-Audio-V2,pink_fairy_book_28_f000064,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_29_f000039.wav,ko,Higgs-Audio-V2,pink_fairy_book_29_f000039,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_29_f000074.wav,ko,Higgs-Audio-V2,pink_fairy_book_29_f000074,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_30_f000048.wav,ko,Higgs-Audio-V2,pink_fairy_book_30_f000048,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_30_f000053.wav,ko,Higgs-Audio-V2,pink_fairy_book_30_f000053,valid
fake/ko/Higgs-Audio-V2/pink_fairy_book_30_f000087.wav,ko,Higgs-Audio-V2,pink_fairy_book_30_f000087,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_31_f000008.wav,ko,Higgs-Audio-V2,pink_fairy_book_31_f000008,valid
fake/ko/Higgs-Audio-V2/pink_fairy_book_31_f000019.wav,ko,Higgs-Audio-V2,pink_fairy_book_31_f000019,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_31_f000048.wav,ko,Higgs-Audio-V2,pink_fairy_book_31_f000048,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_31_f000136.wav,ko,Higgs-Audio-V2,pink_fairy_book_31_f000136,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_32_f000074.wav,ko,Higgs-Audio-V2,pink_fairy_book_32_f000074,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_32_f000163.wav,ko,Higgs-Audio-V2,pink_fairy_book_32_f000163,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_32_f000182.wav,ko,Higgs-Audio-V2,pink_fairy_book_32_f000182,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_33_f000012.wav,ko,Higgs-Audio-V2,pink_fairy_book_33_f000012,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_33_f000113.wav,ko,Higgs-Audio-V2,pink_fairy_book_33_f000113,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_33_f000168.wav,ko,Higgs-Audio-V2,pink_fairy_book_33_f000168,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_34_f000021.wav,ko,Higgs-Audio-V2,pink_fairy_book_34_f000021,valid
fake/ko/Higgs-Audio-V2/pink_fairy_book_34_f000044.wav,ko,Higgs-Audio-V2,pink_fairy_book_34_f000044,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_34_f000046.wav,ko,Higgs-Audio-V2,pink_fairy_book_34_f000046,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_34_f000092.wav,ko,Higgs-Audio-V2,pink_fairy_book_34_f000092,valid
fake/ko/Higgs-Audio-V2/pink_fairy_book_35_f000009.wav,ko,Higgs-Audio-V2,pink_fairy_book_35_f000009,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_35_f000025.wav,ko,Higgs-Audio-V2,pink_fairy_book_35_f000025,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_35_f000048.wav,ko,Higgs-Audio-V2,pink_fairy_book_35_f000048,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_36_f000112.wav,ko,Higgs-Audio-V2,pink_fairy_book_36_f000112,valid
fake/ko/Higgs-Audio-V2/pink_fairy_book_37_f000073.wav,ko,Higgs-Audio-V2,pink_fairy_book_37_f000073,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_38_f000021.wav,ko,Higgs-Audio-V2,pink_fairy_book_38_f000021,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_38_f000023.wav,ko,Higgs-Audio-V2,pink_fairy_book_38_f000023,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_38_f000133.wav,ko,Higgs-Audio-V2,pink_fairy_book_38_f000133,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_40_f000094.wav,ko,Higgs-Audio-V2,pink_fairy_book_40_f000094,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_40_f000178.wav,ko,Higgs-Audio-V2,pink_fairy_book_40_f000178,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_40_f000190.wav,ko,Higgs-Audio-V2,pink_fairy_book_40_f000190,train
fake/ko/Higgs-Audio-V2/pink_fairy_book_41_f000003.wav,ko,Higgs-Audio-V2,pink_fairy_book_41_f000003,train
fake/ko/Higgs-Audio-V2/piratesofersatz_01_leinster_64kb_f000005.wav,ko,Higgs-Audio-V2,piratesofersatz_01_leinster_64kb_f000005,train
fake/ko/Higgs-Audio-V2/piratesofersatz_01_leinster_64kb_f000018.wav,ko,Higgs-Audio-V2,piratesofersatz_01_leinster_64kb_f000018,train
fake/ko/Higgs-Audio-V2/piratesofersatz_01_leinster_64kb_f000146.wav,ko,Higgs-Audio-V2,piratesofersatz_01_leinster_64kb_f000146,valid
fake/ko/Higgs-Audio-V2/piratesofersatz_01_leinster_64kb_f000186.wav,ko,Higgs-Audio-V2,piratesofersatz_01_leinster_64kb_f000186,train
fake/ko/Higgs-Audio-V2/piratesofersatz_01_leinster_64kb_f000188.wav,ko,Higgs-Audio-V2,piratesofersatz_01_leinster_64kb_f000188,train
fake/ko/Higgs-Audio-V2/piratesofersatz_01_leinster_64kb_f000204.wav,ko,Higgs-Audio-V2,piratesofersatz_01_leinster_64kb_f000204,train
fake/ko/Higgs-Audio-V2/piratesofersatz_01_leinster_64kb_f000227.wav,ko,Higgs-Audio-V2,piratesofersatz_01_leinster_64kb_f000227,train
fake/ko/Higgs-Audio-V2/piratesofersatz_02_leinster_64kb_f000100.wav,ko,Higgs-Audio-V2,piratesofersatz_02_leinster_64kb_f000100,train
fake/ko/Higgs-Audio-V2/piratesofersatz_02_leinster_64kb_f000112.wav,ko,Higgs-Audio-V2,piratesofersatz_02_leinster_64kb_f000112,train
fake/ko/Higgs-Audio-V2/piratesofersatz_02_leinster_64kb_f000155.wav,ko,Higgs-Audio-V2,piratesofersatz_02_leinster_64kb_f000155,train
fake/ko/Higgs-Audio-V2/piratesofersatz_02_leinster_64kb_f000182.wav,ko,Higgs-Audio-V2,piratesofersatz_02_leinster_64kb_f000182,train
fake/ko/Higgs-Audio-V2/piratesofersatz_02_leinster_64kb_f000229.wav,ko,Higgs-Audio-V2,piratesofersatz_02_leinster_64kb_f000229,train
fake/ko/Higgs-Audio-V2/piratesofersatz_02_leinster_64kb_f000240.wav,ko,Higgs-Audio-V2,piratesofersatz_02_leinster_64kb_f000240,train
fake/ko/Higgs-Audio-V2/piratesofersatz_03_leinster_64kb_f000041.wav,ko,Higgs-Audio-V2,piratesofersatz_03_leinster_64kb_f000041,train
fake/ko/Higgs-Audio-V2/piratesofersatz_03_leinster_64kb_f000077.wav,ko,Higgs-Audio-V2,piratesofersatz_03_leinster_64kb_f000077,train
fake/ko/Higgs-Audio-V2/piratesofersatz_03_leinster_64kb_f000172.wav,ko,Higgs-Audio-V2,piratesofersatz_03_leinster_64kb_f000172,train
fake/ko/Higgs-Audio-V2/piratesofersatz_03_leinster_64kb_f000222.wav,ko,Higgs-Audio-V2,piratesofersatz_03_leinster_64kb_f000222,train
fake/ko/Higgs-Audio-V2/piratesofersatz_04_leinster_64kb_f000075.wav,ko,Higgs-Audio-V2,piratesofersatz_04_leinster_64kb_f000075,train
fake/ko/Higgs-Audio-V2/piratesofersatz_04_leinster_64kb_f000118.wav,ko,Higgs-Audio-V2,piratesofersatz_04_leinster_64kb_f000118,train
fake/ko/Higgs-Audio-V2/piratesofersatz_05_leinster_64kb_f000146.wav,ko,Higgs-Audio-V2,piratesofersatz_05_leinster_64kb_f000146,train
fake/ko/Higgs-Audio-V2/piratesofersatz_05_leinster_64kb_f000175.wav,ko,Higgs-Audio-V2,piratesofersatz_05_leinster_64kb_f000175,train
fake/ko/Higgs-Audio-V2/piratesofersatz_05_leinster_64kb_f000205.wav,ko,Higgs-Audio-V2,piratesofersatz_05_leinster_64kb_f000205,train
fake/ko/Higgs-Audio-V2/piratesofersatz_05_leinster_64kb_f000207.wav,ko,Higgs-Audio-V2,piratesofersatz_05_leinster_64kb_f000207,train
fake/ko/Higgs-Audio-V2/piratesofersatz_06_leinster_64kb_f000002.wav,ko,Higgs-Audio-V2,piratesofersatz_06_leinster_64kb_f000002,train
fake/ko/Higgs-Audio-V2/piratesofersatz_06_leinster_64kb_f000101.wav,ko,Higgs-Audio-V2,piratesofersatz_06_leinster_64kb_f000101,train
fake/ko/Higgs-Audio-V2/piratesofersatz_06_leinster_64kb_f000201.wav,ko,Higgs-Audio-V2,piratesofersatz_06_leinster_64kb_f000201,train
fake/ko/Higgs-Audio-V2/piratesofersatz_07_leinster_64kb_f000031.wav,ko,Higgs-Audio-V2,piratesofersatz_07_leinster_64kb_f000031,train
fake/ko/Higgs-Audio-V2/piratesofersatz_07_leinster_64kb_f000122.wav,ko,Higgs-Audio-V2,piratesofersatz_07_leinster_64kb_f000122,train
fake/ko/Higgs-Audio-V2/piratesofersatz_07_leinster_64kb_f000145.wav,ko,Higgs-Audio-V2,piratesofersatz_07_leinster_64kb_f000145,train
fake/ko/Higgs-Audio-V2/piratesofersatz_07_leinster_64kb_f000221.wav,ko,Higgs-Audio-V2,piratesofersatz_07_leinster_64kb_f000221,train
fake/ko/Higgs-Audio-V2/piratesofersatz_08_leinster_64kb_f000026.wav,ko,Higgs-Audio-V2,piratesofersatz_08_leinster_64kb_f000026,train
fake/ko/Higgs-Audio-V2/piratesofersatz_08_leinster_64kb_f000050.wav,ko,Higgs-Audio-V2,piratesofersatz_08_leinster_64kb_f000050,train
fake/ko/Higgs-Audio-V2/piratesofersatz_08_leinster_64kb_f000054.wav,ko,Higgs-Audio-V2,piratesofersatz_08_leinster_64kb_f000054,train
fake/ko/Higgs-Audio-V2/piratesofersatz_08_leinster_64kb_f000068.wav,ko,Higgs-Audio-V2,piratesofersatz_08_leinster_64kb_f000068,train
fake/ko/Higgs-Audio-V2/piratesofersatz_08_leinster_64kb_f000143.wav,ko,Higgs-Audio-V2,piratesofersatz_08_leinster_64kb_f000143,train
fake/ko/Higgs-Audio-V2/piratesofersatz_10_leinster_64kb_f000005.wav,ko,Higgs-Audio-V2,piratesofersatz_10_leinster_64kb_f000005,train
fake/ko/Higgs-Audio-V2/piratesofersatz_10_leinster_64kb_f000011.wav,ko,Higgs-Audio-V2,piratesofersatz_10_leinster_64kb_f000011,train
fake/ko/Higgs-Audio-V2/piratesofersatz_10_leinster_64kb_f000160.wav,ko,Higgs-Audio-V2,piratesofersatz_10_leinster_64kb_f000160,train
fake/ko/Higgs-Audio-V2/piratesofersatz_11_leinster_64kb_f000026.wav,ko,Higgs-Audio-V2,piratesofersatz_11_leinster_64kb_f000026,train
fake/ko/Higgs-Audio-V2/piratesofersatz_11_leinster_64kb_f000093.wav,ko,Higgs-Audio-V2,piratesofersatz_11_leinster_64kb_f000093,train
fake/ko/Higgs-Audio-V2/piratesofersatz_12_leinster_64kb_f000017.wav,ko,Higgs-Audio-V2,piratesofersatz_12_leinster_64kb_f000017,train
fake/ko/Higgs-Audio-V2/piratesofersatz_12_leinster_64kb_f000039.wav,ko,Higgs-Audio-V2,piratesofersatz_12_leinster_64kb_f000039,train
fake/ko/Higgs-Audio-V2/piratesofersatz_12_leinster_64kb_f000044.wav,ko,Higgs-Audio-V2,piratesofersatz_12_leinster_64kb_f000044,train
fake/ko/Higgs-Audio-V2/piratesofersatz_12_leinster_64kb_f000066.wav,ko,Higgs-Audio-V2,piratesofersatz_12_leinster_64kb_f000066,train
fake/ko/Higgs-Audio-V2/piratesofersatz_12_leinster_64kb_f000073.wav,ko,Higgs-Audio-V2,piratesofersatz_12_leinster_64kb_f000073,train
fake/ko/Higgs-Audio-V2/piratesofersatz_12_leinster_64kb_f000178.wav,ko,Higgs-Audio-V2,piratesofersatz_12_leinster_64kb_f000178,train
fake/ko/Higgs-Audio-V2/poisoned_pen_01_f000041.wav,ko,Higgs-Audio-V2,poisoned_pen_01_f000041,train
fake/ko/Higgs-Audio-V2/poisoned_pen_01_f000056.wav,ko,Higgs-Audio-V2,poisoned_pen_01_f000056,train
fake/ko/Higgs-Audio-V2/poisoned_pen_01_f000140.wav,ko,Higgs-Audio-V2,poisoned_pen_01_f000140,train
fake/ko/Higgs-Audio-V2/poisoned_pen_01_f000144.wav,ko,Higgs-Audio-V2,poisoned_pen_01_f000144,train
fake/ko/Higgs-Audio-V2/poisoned_pen_01_f000171.wav,ko,Higgs-Audio-V2,poisoned_pen_01_f000171,train
fake/ko/Higgs-Audio-V2/poisoned_pen_02_f000053.wav,ko,Higgs-Audio-V2,poisoned_pen_02_f000053,train
fake/ko/Higgs-Audio-V2/poisoned_pen_02_f000083.wav,ko,Higgs-Audio-V2,poisoned_pen_02_f000083,valid
fake/ko/Higgs-Audio-V2/poisoned_pen_02_f000171.wav,ko,Higgs-Audio-V2,poisoned_pen_02_f000171,train
fake/ko/Higgs-Audio-V2/poisoned_pen_02_f000277.wav,ko,Higgs-Audio-V2,poisoned_pen_02_f000277,train
fake/ko/Higgs-Audio-V2/poisoned_pen_02_f000326.wav,ko,Higgs-Audio-V2,poisoned_pen_02_f000326,train
fake/ko/Higgs-Audio-V2/poisoned_pen_02_f000340.wav,ko,Higgs-Audio-V2,poisoned_pen_02_f000340,train
fake/ko/Higgs-Audio-V2/poisoned_pen_03_f000010.wav,ko,Higgs-Audio-V2,poisoned_pen_03_f000010,train
fake/ko/Higgs-Audio-V2/poisoned_pen_03_f000031.wav,ko,Higgs-Audio-V2,poisoned_pen_03_f000031,train
fake/ko/Higgs-Audio-V2/poisoned_pen_03_f000052.wav,ko,Higgs-Audio-V2,poisoned_pen_03_f000052,train
fake/ko/Higgs-Audio-V2/poisoned_pen_03_f000097.wav,ko,Higgs-Audio-V2,poisoned_pen_03_f000097,train
fake/ko/Higgs-Audio-V2/poisoned_pen_03_f000131.wav,ko,Higgs-Audio-V2,poisoned_pen_03_f000131,train
fake/ko/Higgs-Audio-V2/poisoned_pen_03_f000151.wav,ko,Higgs-Audio-V2,poisoned_pen_03_f000151,train
fake/ko/Higgs-Audio-V2/poisoned_pen_03_f000222.wav,ko,Higgs-Audio-V2,poisoned_pen_03_f000222,train
fake/ko/Higgs-Audio-V2/poisoned_pen_04_f000078.wav,ko,Higgs-Audio-V2,poisoned_pen_04_f000078,valid
fake/ko/Higgs-Audio-V2/poisoned_pen_04_f000201.wav,ko,Higgs-Audio-V2,poisoned_pen_04_f000201,train
fake/ko/Higgs-Audio-V2/poisoned_pen_05_f000007.wav,ko,Higgs-Audio-V2,poisoned_pen_05_f000007,train
fake/ko/Higgs-Audio-V2/poisoned_pen_05_f000081.wav,ko,Higgs-Audio-V2,poisoned_pen_05_f000081,valid
fake/ko/Higgs-Audio-V2/poisoned_pen_05_f000097.wav,ko,Higgs-Audio-V2,poisoned_pen_05_f000097,train
fake/ko/Higgs-Audio-V2/poisoned_pen_05_f000136.wav,ko,Higgs-Audio-V2,poisoned_pen_05_f000136,train
fake/ko/Higgs-Audio-V2/poisoned_pen_05_f000187.wav,ko,Higgs-Audio-V2,poisoned_pen_05_f000187,train
fake/ko/Higgs-Audio-V2/poisoned_pen_05_f000248.wav,ko,Higgs-Audio-V2,poisoned_pen_05_f000248,train
fake/ko/Higgs-Audio-V2/poisoned_pen_05_f000289.wav,ko,Higgs-Audio-V2,poisoned_pen_05_f000289,train
fake/ko/Higgs-Audio-V2/poisoned_pen_05_f000313.wav,ko,Higgs-Audio-V2,poisoned_pen_05_f000313,train
fake/ko/Higgs-Audio-V2/poisoned_pen_05_f000314.wav,ko,Higgs-Audio-V2,poisoned_pen_05_f000314,train
fake/ko/Higgs-Audio-V2/poisoned_pen_05_f000337.wav,ko,Higgs-Audio-V2,poisoned_pen_05_f000337,train
fake/ko/Higgs-Audio-V2/poisoned_pen_06_f000119.wav,ko,Higgs-Audio-V2,poisoned_pen_06_f000119,train
fake/ko/Higgs-Audio-V2/poisoned_pen_06_f000255.wav,ko,Higgs-Audio-V2,poisoned_pen_06_f000255,train
fake/ko/Higgs-Audio-V2/poisoned_pen_06_f000304.wav,ko,Higgs-Audio-V2,poisoned_pen_06_f000304,train
fake/ko/Higgs-Audio-V2/poisoned_pen_07_f000107.wav,ko,Higgs-Audio-V2,poisoned_pen_07_f000107,train
fake/ko/Higgs-Audio-V2/poisoned_pen_07_f000140.wav,ko,Higgs-Audio-V2,poisoned_pen_07_f000140,valid
fake/ko/Higgs-Audio-V2/poisoned_pen_07_f000324.wav,ko,Higgs-Audio-V2,poisoned_pen_07_f000324,train
fake/ko/Higgs-Audio-V2/poisoned_pen_07_f000352.wav,ko,Higgs-Audio-V2,poisoned_pen_07_f000352,valid
fake/ko/Higgs-Audio-V2/poisoned_pen_08_f000104.wav,ko,Higgs-Audio-V2,poisoned_pen_08_f000104,train
fake/ko/Higgs-Audio-V2/poisoned_pen_08_f000243.wav,ko,Higgs-Audio-V2,poisoned_pen_08_f000243,train
fake/ko/Higgs-Audio-V2/poisoned_pen_08_f000295.wav,ko,Higgs-Audio-V2,poisoned_pen_08_f000295,train
fake/ko/Higgs-Audio-V2/poisoned_pen_09_f000016.wav,ko,Higgs-Audio-V2,poisoned_pen_09_f000016,train
fake/ko/Higgs-Audio-V2/poisoned_pen_09_f000107.wav,ko,Higgs-Audio-V2,poisoned_pen_09_f000107,train
fake/ko/Higgs-Audio-V2/poisoned_pen_09_f000144.wav,ko,Higgs-Audio-V2,poisoned_pen_09_f000144,train
fake/ko/Higgs-Audio-V2/poisoned_pen_09_f000181.wav,ko,Higgs-Audio-V2,poisoned_pen_09_f000181,valid
fake/ko/Higgs-Audio-V2/poisoned_pen_09_f000320.wav,ko,Higgs-Audio-V2,poisoned_pen_09_f000320,train
fake/ko/Higgs-Audio-V2/poisoned_pen_09_f000391.wav,ko,Higgs-Audio-V2,poisoned_pen_09_f000391,train
fake/ko/Higgs-Audio-V2/poisoned_pen_10_f000070.wav,ko,Higgs-Audio-V2,poisoned_pen_10_f000070,train
fake/ko/Higgs-Audio-V2/poisoned_pen_10_f000105.wav,ko,Higgs-Audio-V2,poisoned_pen_10_f000105,train
fake/ko/Higgs-Audio-V2/poisoned_pen_10_f000122.wav,ko,Higgs-Audio-V2,poisoned_pen_10_f000122,train
fake/ko/Higgs-Audio-V2/poisoned_pen_10_f000201.wav,ko,Higgs-Audio-V2,poisoned_pen_10_f000201,train
fake/ko/Higgs-Audio-V2/poisoned_pen_10_f000244.wav,ko,Higgs-Audio-V2,poisoned_pen_10_f000244,train
fake/ko/Higgs-Audio-V2/poisoned_pen_10_f000297.wav,ko,Higgs-Audio-V2,poisoned_pen_10_f000297,valid
fake/ko/Higgs-Audio-V2/poisoned_pen_10_f000317.wav,ko,Higgs-Audio-V2,poisoned_pen_10_f000317,train
fake/ko/Higgs-Audio-V2/poisoned_pen_10_f000327.wav,ko,Higgs-Audio-V2,poisoned_pen_10_f000327,train
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000053.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000053,train
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000062.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000062,train
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000088.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000088,train
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000117.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000117,train
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000145.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000145,valid
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000201.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000201,train
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000215.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000215,train
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000234.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000234,train
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000281.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000281,train
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000339.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000339,train
fake/ko/Higgs-Audio-V2/poisoned_pen_11_f000351.wav,ko,Higgs-Audio-V2,poisoned_pen_11_f000351,train
fake/ko/Higgs-Audio-V2/poisoned_pen_12_f000058.wav,ko,Higgs-Audio-V2,poisoned_pen_12_f000058,train
fake/ko/Higgs-Audio-V2/poisoned_pen_12_f000230.wav,ko,Higgs-Audio-V2,poisoned_pen_12_f000230,train
fake/ko/Higgs-Audio-V2/rinkitink_baum_07_64kb_f000102.wav,ko,Higgs-Audio-V2,rinkitink_baum_07_64kb_f000102,train
fake/ko/Higgs-Audio-V2/rinkitink_baum_07_64kb_f000104.wav,ko,Higgs-Audio-V2,rinkitink_baum_07_64kb_f000104,train
fake/ko/Higgs-Audio-V2/rinkitink_baum_07_64kb_f000120.wav,ko,Higgs-Audio-V2,rinkitink_baum_07_64kb_f000120,valid
fake/ko/Higgs-Audio-V2/rinkitink_baum_10_64kb_f000037.wav,ko,Higgs-Audio-V2,rinkitink_baum_10_64kb_f000037,train
fake/ko/Higgs-Audio-V2/rinkitink_baum_11_64kb_f000029.wav,ko,Higgs-Audio-V2,rinkitink_baum_11_64kb_f000029,train
fake/ko/Higgs-Audio-V2/rinkitink_baum_11_64kb_f000040.wav,ko,Higgs-Audio-V2,rinkitink_baum_11_64kb_f000040,train
fake/ko/Higgs-Audio-V2/rinkitink_baum_13_64kb_f000024.wav,ko,Higgs-Audio-V2,rinkitink_baum_13_64kb_f000024,valid
fake/ko/Higgs-Audio-V2/rinkitink_baum_14_64kb_f000091.wav,ko,Higgs-Audio-V2,rinkitink_baum_14_64kb_f000091,train
fake/ko/Higgs-Audio-V2/rinkitink_baum_16_64kb_f000012.wav,ko,Higgs-Audio-V2,rinkitink_baum_16_64kb_f000012,train
fake/ko/Higgs-Audio-V2/rinkitink_baum_17_64kb_f000008.wav,ko,Higgs-Audio-V2,rinkitink_baum_17_64kb_f000008,valid
fake/ko/Higgs-Audio-V2/rinkitink_baum_17_64kb_f000060.wav,ko,Higgs-Audio-V2,rinkitink_baum_17_64kb_f000060,train
fake/ko/Higgs-Audio-V2/rinkitink_baum_18_64kb_f000174.wav,ko,Higgs-Audio-V2,rinkitink_baum_18_64kb_f000174,train
fake/ko/Higgs-Audio-V2/rinkitink_baum_19_64kb_f000056.wav,ko,Higgs-Audio-V2,rinkitink_baum_19_64kb_f000056,train
fake/ko/Higgs-Audio-V2/silent_bullet_02_f000036.wav,ko,Higgs-Audio-V2,silent_bullet_02_f000036,train
fake/ko/Higgs-Audio-V2/silent_bullet_02_f000080.wav,ko,Higgs-Audio-V2,silent_bullet_02_f000080,train
fake/ko/Higgs-Audio-V2/silent_bullet_02_f000133.wav,ko,Higgs-Audio-V2,silent_bullet_02_f000133,train
fake/ko/Higgs-Audio-V2/silent_bullet_02_f000285.wav,ko,Higgs-Audio-V2,silent_bullet_02_f000285,train
fake/ko/Higgs-Audio-V2/silent_bullet_03_f000081.wav,ko,Higgs-Audio-V2,silent_bullet_03_f000081,train
fake/ko/Higgs-Audio-V2/silent_bullet_03_f000085.wav,ko,Higgs-Audio-V2,silent_bullet_03_f000085,valid
fake/ko/Higgs-Audio-V2/silent_bullet_03_f000089.wav,ko,Higgs-Audio-V2,silent_bullet_03_f000089,train
fake/ko/Higgs-Audio-V2/silent_bullet_03_f000096.wav,ko,Higgs-Audio-V2,silent_bullet_03_f000096,train
fake/ko/Higgs-Audio-V2/silent_bullet_03_f000134.wav,ko,Higgs-Audio-V2,silent_bullet_03_f000134,train
